blockIndex,coinbaseReward,timestamp,difficulty,timeBetweenBlocks
2352,25600,1723828427560,40,1470
2353,25600,1723828430291,40,2731
2354,25600,1723828431134,40,843
2355,25600,1723828433559,40,2425
2356,25600,1723828434396,40,837
2357,25600,1723828434907,40,511
2358,25600,1723828435735,40,828
2359,25600,1723828437514,40,1779
2360,25600,1723828438375,40,861
2361,25600,1723828439208,40,833
2362,25600,1723828440348,40,1140
2363,25600,1723828441187,40,839
2364,25600,1723828441714,40,527
2365,25600,1723828442852,40,1138
2366,25600,1723828443380,40,528
2367,25600,1723828446075,40,2695
2368,25600,1723828447853,40,1778
2369,25600,1723828452105,40,4252
2370,25600,1723828453606,40,1501
2371,25600,1723828454451,40,845
2372,25600,1723828458113,40,3662
2373,25600,1723828459897,40,1784
2374,25600,1723828461681,40,1784
2375,25600,1723828462195,40,514
2376,25600,1723828464896,40,2701
2377,25600,1723828465429,40,533
2378,25600,1723828467511,40,2082
2379,25600,1723828473014,40,5503
2380,25600,1723828473879,40,865
2381,25600,1723828475953,40,2074
2382,25600,1723828476495,40,542
2383,25600,1723828479812,40,3317
2384,25600,1723828481575,40,1763
2385,25600,1723828482399,40,824
2386,25600,1723828483223,40,824
2387,25600,1723828485304,40,2081
2388,25600,1723828486141,40,837
2389,25600,1723828488208,40,2067
2390,25600,1723828490332,40,2124
2391,25600,1723828493024,40,2692
2392,25600,1723828496643,40,3619
2393,25600,1723828501273,40,4630
2394,25600,1723828502744,40,1471
2395,25600,1723828503598,40,854
2396,25600,1723828504139,40,541
2397,25600,1723828506246,40,2107
2398,25600,1723828506771,40,525
2399,25600,1723828509162,40,2391
2400,25600,1723828510997,40,1835
2401,25600,1723828512460,40,1463
2402,25600,1723828515800,40,3340
2403,25600,1723828517293,40,1493
2404,25600,1723828518149,40,856
2405,25600,1723828519940,40,1791
2406,25600,1723828520470,40,530
2407,25600,1723828522932,40,2462
2408,25600,1723828523471,40,539
2409,25600,1723828523997,40,526
2410,25600,1723828527138,40,3141
2411,25600,1723828527660,40,522
2412,25600,1723828528193,40,533
2413,25600,1723828530270,40,2077
2414,25600,1723828532344,40,2074
2415,25600,1723828533489,40,1145
2416,25600,1723828535563,40,2074
2417,25600,1723828536089,40,526
2418,25600,1723828538201,40,2112
2419,25600,1723828540892,40,2691
2420,25600,1723828541448,40,556
2421,25600,1723828547308,40,5860
2422,25600,1723828548456,40,1148
2423,25600,1723828548980,40,524
2424,25600,1723828550754,40,1774
2425,25600,1723828551585,40,831
2426,25600,1723828553044,40,1459
2427,25600,1723828556677,40,3633
2428,25600,1723828558142,40,1465
2429,25600,1723828558671,40,529
2430,25600,1723828559548,40,877
2431,25600,1723828560067,40,519
2432,25600,1723828560595,40,528
2433,25600,1723828562365,40,1770
2434,25600,1723828563517,40,1152
2435,25600,1723828564369,40,852
2436,25600,1723828564886,40,517
2437,25600,1723828567290,40,2404
2438,25600,1723828568115,40,825
2439,25600,1723828569263,40,1148
2440,25600,1723828572047,40,2784
2441,25600,1723828573496,40,1449
2442,25600,1723828574649,40,1153
2443,25600,1723828576100,40,1451
2444,25600,1723828576632,40,532
2445,25600,1723828584987,40,8355
2446,25600,1723828586141,40,1154
2447,25600,1723828587601,40,1460
2448,25600,1723828590316,40,2715
2449,25600,1723828596143,41,5827
2450,25600,1723828598358,41,2215
2451,25600,1723828598890,41,532
2452,25600,1723828599732,41,842
2453,25600,1723828600572,41,840
2454,25600,1723828603279,41,2707
2455,25600,1723828604447,41,1168
2456,25600,1723828604976,41,529
2457,25600,1723828607701,41,2725
2458,25600,1723828608528,41,827
2459,25600,1723828609054,41,526
2460,25600,1723828609593,41,539
2461,25600,1723828610433,41,840
2462,25600,1723828611881,41,1448
2463,25600,1723828612396,41,515
2464,25600,1723828613220,41,824
2465,25600,1723828616257,41,3037
2466,25600,1723828620222,41,3965
2467,25600,1723828621055,41,833
2468,25600,1723828623449,41,2394
2469,25600,1723828627734,41,4285
2470,25600,1723828628275,41,541
2471,25600,1723828630655,41,2380
2472,25600,1723828632489,41,1834
2473,25600,1723828635574,41,3085
2474,25600,1723828636740,41,1166
2475,25600,1723828637597,41,857
2476,25600,1723828638126,41,529
2477,25600,1723828638966,41,840
2478,25600,1723828640770,41,1804
2479,25600,1723828641312,41,542
2480,25600,1723828641852,41,540
2481,25600,1723828643036,41,1184
2482,25600,1723828644539,41,1503
2483,25600,1723828647923,41,3384
2484,25600,1723828649070,41,1147
2485,25600,1723828649900,41,830
2486,25600,1723828651039,41,1139
2487,25600,1723828657206,41,6167
2488,25600,1723828661525,41,4319
2489,25600,1723828666210,41,4685
2490,25600,1723828667090,41,880
2491,25600,1723828670483,41,3393
2492,25600,1723828672632,41,2149
2493,25600,1723828673797,41,1165
2494,25600,1723828674369,41,572
2495,25600,1723828675211,41,842
2496,25600,1723828676674,41,1463
2497,25600,1723828679996,41,3322
2498,25600,1723828681776,41,1780
2499,25600,1723828682304,41,528
2500,25600,1723828683167,41,863
2501,25600,1723828684001,41,834
2502,25600,1723828687333,41,3332
2503,25600,1723828688483,41,1150
2504,25600,1723828694030,41,5547
2505,25600,1723828695183,41,1153
2506,25600,1723828695711,41,528
2507,25600,1723828696243,41,532
2508,25600,1723828699043,41,2800
2509,25600,1723828702171,41,3128
2510,25600,1723828704354,41,2183
2511,25600,1723828705204,41,850
2512,25600,1723828709853,41,4649
2513,25600,1723828711942,41,2089
2514,25600,1723828715358,41,3416
2515,25600,1723828716188,41,830
2516,25600,1723828716763,41,575
2517,25600,1723828718209,41,1446
2518,25600,1723828720302,41,2093
2519,25600,1723828723634,41,3332
2520,25600,1723828727417,41,3783
2521,25600,1723828731128,41,3711
2522,25600,1723828734537,41,3409
2523,25600,1723828735392,41,855
2524,25600,1723828738181,41,2789
2525,25600,1723828738721,41,540
2526,25600,1723828740239,41,1518
2527,25600,1723828741093,41,854
2528,25600,1723828743526,41,2433
2529,25600,1723828745031,41,1505
2530,25600,1723828751807,41,6776
2531,25600,1723828752644,41,837
2532,25600,1723828754135,41,1491
2533,25600,1723828755317,41,1182
2534,25600,1723828761316,41,5999
2535,25600,1723828762169,41,853
2536,25600,1723828762761,41,592
2537,25600,1723828765303,41,2542
2538,25600,1723828765844,41,541
2539,25600,1723828767707,41,1863
2540,25600,1723828768276,41,569
2541,25600,1723828770139,41,1863
2542,25600,1723828775181,41,5042
2543,25600,1723828776667,41,1486
2544,25600,1723828778190,41,1523
2545,25600,1723828779990,41,1800
2546,25600,1723828782796,41,2806
2547,25600,1723828783326,41,530
2548,25600,1723828783854,41,528
2549,25600,1723828785343,41,1489
2550,25600,1723828786560,41,1217
2551,25600,1723828787729,41,1169
2552,25600,1723828789240,41,1511
2553,25600,1723828790109,41,869
2554,25600,1723828791607,41,1498
2555,25600,1723828796041,41,4434
2556,25600,1723828797828,41,1787
2557,25600,1723828799021,41,1193
2558,25600,1723828800530,41,1509
2559,25600,1723828801708,41,1178
2560,25600,1723828802941,41,1233
2561,25600,1723828803774,41,833
2562,25600,1723828808045,41,4271
2563,25600,1723828808571,41,526
2564,25600,1723828810332,41,1761
2565,25600,1723828811510,41,1178
2566,25600,1723828812353,41,843
2567,25600,1723828815712,41,3359
2568,25600,1723828817467,41,1755
2569,25600,1723828820796,41,3329
2570,25600,1723828821661,41,865
2571,25600,1723828822510,41,849
2572,25600,1723828823981,41,1471
2573,25600,1723828825138,41,1157
2574,25600,1723828828180,41,3042
2575,25600,1723828830274,41,2094
2576,25600,1723828830788,41,514
2577,25600,1723828834164,41,3376
2578,25600,1723828836235,41,2071
2579,25600,1723828837401,41,1166
2580,25600,1723828837950,41,549
2581,25600,1723828840066,41,2116
2582,25600,1723828840899,41,833
2583,25600,1723828841727,41,828
2584,25600,1723828843203,41,1476
2585,25600,1723828850289,41,7086
2586,25600,1723828852388,41,2099
2587,25600,1723828853229,41,841
2588,25600,1723828853785,41,556
2589,25600,1723828860019,41,6234
2590,25600,1723828861509,41,1490
2591,25600,1723828864047,41,2538
2592,25600,1723828864889,41,842
2593,25600,1723828865743,41,854
2594,25600,1723828866908,41,1165
2595,25600,1723828868722,41,1814
2596,25600,1723828869868,41,1146
2597,25600,1723828871317,41,1449
2598,25600,1723828874073,41,2756
2599,25600,1723828874914,41,841
2600,25600,1723828875790,41,876
2601,25600,1723828876622,41,832
2602,25600,1723828879691,41,3069
2603,25600,1723828883366,41,3675
2604,25600,1723828884838,41,1472
2605,25600,1723828885365,41,527
2606,25600,1723828890264,41,4899
2607,25600,1723828893968,41,3704
2608,25600,1723828897068,41,3100
2609,25600,1723828900771,41,3703
2610,25600,1723828901313,41,542
2611,25600,1723828903747,41,2434
2612,25600,1723828907106,41,3359
2613,25600,1723828910810,41,3704
2614,25600,1723828911342,41,532
2615,25600,1723828915620,41,4278
2616,25600,1723828916155,41,535
2617,25600,1723828922114,41,5959
2618,25600,1723828923605,41,1491
2619,25600,1723828925392,41,1787
2620,25600,1723828926885,41,1493
2621,25600,1723828929887,41,3002
2622,25600,1723828930742,41,855
2623,25600,1723828931283,41,541
2624,25600,1723828934385,41,3102
2625,25600,1723828935224,41,839
2626,25600,1723828935752,41,528
2627,25600,1723828936595,41,843
2628,25600,1723828939629,41,3034
2629,25600,1723828941403,41,1774
2630,25600,1723828943884,41,2481
2631,25600,1723828949732,41,5848
2632,25600,1723828953995,41,4263
2633,25600,1723828955779,41,1784
2634,25600,1723828961362,41,5583
2635,25600,1723828961875,41,513
2636,25600,1723828963632,41,1757
2637,25600,1723828965425,41,1793
2638,25600,1723828965952,41,527
2639,25600,1723828966482,41,530
2640,25600,1723828971875,41,5393
2641,25600,1723828976450,41,4575
2642,25600,1723828980712,41,4262
2643,25600,1723828983725,41,3013
2644,25600,1723828984558,41,833
2645,25600,1723828986024,41,1466
2646,25600,1723828986550,41,526
2647,25600,1723828987739,41,1189
2648,25600,1723828988312,41,573
2649,25600,1723828991323,41,3011
2650,25600,1723828993202,41,1879
2651,25600,1723828996271,41,3069
2652,25600,1723828997418,41,1147
2653,25600,1723828998287,41,869
2654,25600,1723828999142,41,855
2655,25600,1723829000321,41,1179
2656,25600,1723829000862,41,541
2657,25600,1723829001394,41,532
2658,25600,1723829003232,41,1838
2659,25600,1723829007566,41,4334
2660,25600,1723829011678,41,4112
2661,25600,1723829015100,41,3422
2662,25600,1723829017263,41,2163
2663,25600,1723829019717,41,2454
2664,25600,1723829022781,41,3064
2665,25600,1723829027761,41,4980
2666,25600,1723829028308,41,547
2667,25600,1723829028839,41,531
2668,25600,1723829029675,41,836
2669,25600,1723829031139,41,1464
2670,25600,1723829032640,41,1501
2671,25600,1723829034102,41,1462
2672,25600,1723829036502,41,2400
2673,25600,1723829038907,41,2405
2674,25600,1723829041594,41,2687
2675,25600,1723829044322,41,2728
2676,25600,1723829045152,41,830
2677,25600,1723829045980,41,828
2678,25600,1723829047130,41,1150
2679,25600,1723829047655,41,525
2680,25600,1723829048532,41,877
2681,25600,1723829051235,41,2703
2682,25600,1723829052695,41,1460
2683,25600,1723829053223,41,528
2684,25600,1723829053735,41,512
2685,25600,1723829054265,41,530
2686,25600,1723829054780,41,515
2687,25600,1723829055915,41,1135
2688,25600,1723829057054,41,1139
2689,25600,1723829059152,41,2098
2690,25600,1723829061278,41,2126
2691,25600,1723829062422,41,1144
2692,25600,1723829063260,41,838
2693,25600,1723829064407,41,1147
2694,25600,1723829065233,41,826
2695,25600,1723829066082,41,849
2696,25600,1723829066614,41,532
2697,25600,1723829069077,41,2463
2698,25600,1723829069918,41,841
2699,25600,1723829070450,41,532
2700,25600,1723829078580,41,8130
2701,25600,1723829080058,41,1478
2702,25600,1723829080600,41,542
2703,25600,1723829084602,41,4002
2704,25600,1723829085130,41,528
2705,25600,1723829086583,41,1453
2706,25600,1723829088036,41,1453
2707,25600,1723829090141,41,2105
2708,25600,1723829091598,41,1457
2709,25600,1723829092750,41,1152
2710,25600,1723829093612,41,862
2711,25600,1723829095092,41,1480
2712,25600,1723829095931,41,839
2713,25600,1723829097098,41,1167
2714,25600,1723829099547,41,2449
2715,25600,1723829103657,41,4110
2716,25600,1723829105451,41,1794
2717,25600,1723829109901,41,4450
2718,25600,1723829111989,41,2088
2719,25600,1723829112830,41,841
2720,25600,1723829115350,41,2520
2721,25600,1723829116178,41,828
2722,25600,1723829117634,41,1456
2723,25600,1723829118462,41,828
2724,25600,1723829120245,41,1783
2725,25600,1723829121083,41,838
2726,25600,1723829122549,41,1466
2727,25600,1723829123104,41,555
2728,25600,1723829124266,41,1162
2729,25600,1723829124792,41,526
2730,25600,1723829126618,41,1826
2731,25600,1723829127138,41,520
2732,25600,1723829128303,41,1165
2733,25600,1723829130704,41,2401
2734,25600,1723829131527,41,823
2735,25600,1723829133317,41,1790
2736,25600,1723829137292,41,3975
2737,25600,1723829138771,41,1479
2738,25600,1723829139608,41,837
2739,25600,1723829142634,41,3026
2740,25600,1723829146097,41,3463
2741,25600,1723829146619,41,522
2742,25600,1723829147152,41,533
2743,25600,1723829147988,41,836
2744,25600,1723829156417,41,8429
2745,25600,1723829158226,41,1809
2746,25600,1723829159384,41,1158
2747,25600,1723829161478,41,2094
2748,25600,1723829162332,41,854
2749,25600,1723829163492,41,1160
2750,25600,1723829165005,41,1513
2751,25600,1723829165543,41,538
2752,25600,1723829166408,41,865
2753,25600,1723829167598,41,1190
2754,25600,1723829168453,41,855
2755,25600,1723829169294,41,841
2756,25600,1723829170136,41,842
2757,25600,1723829170662,41,526
2758,25600,1723829171490,41,828
2759,25600,1723829172004,41,514
2760,25600,1723829172860,41,856
2761,25600,1723829174331,41,1471
2762,25600,1723829175516,41,1185
2763,25600,1723829178933,41,3417
2764,25600,1723829179463,41,530
2765,25600,1723829180023,41,560
2766,25600,1723829180862,41,839
2767,25600,1723829182323,41,1461
2768,25600,1723829185052,41,2729
2769,25600,1723829185590,41,538
2770,25600,1723829186454,41,864
2771,25600,1723829189467,41,3013
2772,25600,1723829192224,41,2757
2773,25600,1723829192746,41,522
2774,25600,1723829194225,41,1479
2775,25600,1723829195746,41,1521
2776,25600,1723829196950,41,1204
2777,25600,1723829197483,41,533
2778,25600,1723829199623,41,2140
2779,25600,1723829200809,41,1186
2780,25600,1723829202659,41,1850
2781,25600,1723829203513,41,854
2782,25600,1723829204674,41,1161
2783,25600,1723829208977,41,4303
2784,25600,1723829210466,41,1489
2785,25600,1723829211664,41,1198
2786,25600,1723829214724,41,3060
2787,25600,1723829215911,41,1187
2788,25600,1723829216435,41,524
2789,25600,1723829222087,41,5652
2790,25600,1723829222995,41,908
2791,25600,1723829224172,41,1177
2792,25600,1723829225999,41,1827
2793,25600,1723829226528,41,529
2794,25600,1723829227051,41,523
2795,25600,1723829227900,41,849
2796,25600,1723829231288,41,3388
2797,25600,1723829232438,41,1150
2798,25600,1723829236183,41,3745
2799,25600,1723829236710,41,527
2800,25600,1723829237584,41,874
2801,25600,1723829242221,41,4637
2802,25600,1723829242750,41,529
2803,25600,1723829244205,41,1455
2804,25600,1723829245356,41,1151
2805,25600,1723829246209,41,853
2806,25600,1723829247354,41,1145
2807,25600,1723829248809,41,1455
2808,25600,1723829253067,41,4258
2809,25600,1723829254841,41,1774
2810,25600,1723829257470,41,2629
2811,25600,1723829261496,41,4026
2812,25600,1723829262022,41,526
2813,25600,1723829264463,41,2441
2814,25600,1723829264979,41,516
2815,25600,1723829266111,41,1132
2816,25600,1723829267599,41,1488
2817,25600,1723829268450,41,851
2818,25600,1723829270256,41,1806
2819,25600,1723829271122,41,866
2820,25600,1723829275863,41,4741
2821,25600,1723829276393,41,530
2822,25600,1723829276921,41,528
2823,25600,1723829278367,41,1446
2824,25600,1723829279504,41,1137
2825,25600,1723829280029,41,525
2826,25600,1723829283031,41,3002
2827,25600,1723829284793,41,1762
2828,25600,1723829287166,41,2373
2829,25600,1723829289555,41,2389
2830,25600,1723829292660,41,3105
2831,25600,1723829293801,41,1141
2832,25600,1723829294651,41,850
2833,25600,1723829297348,41,2697
2834,25600,1723829300055,41,2707
2835,25600,1723829301509,41,1454
2836,25600,1723829302962,41,1453
2837,25600,1723829304096,41,1134
2838,25600,1723829304937,41,841
2839,25600,1723829311078,41,6141
2840,25600,1723829311604,41,526
2841,25600,1723829312121,41,517
2842,25600,1723829314188,41,2067
2843,25600,1723829315324,41,1136
2844,25600,1723829315846,41,522
2845,25600,1723829325375,41,9529
2846,25600,1723829326514,41,1139
2847,25600,1723829327045,41,531
2848,25600,1723829329433,41,2388
2849,25600,1723829329943,41,510
2850,25600,1723829330472,41,529
2851,25600,1723829332241,41,1769
2852,25600,1723829333697,41,1456
2853,25600,1723829334211,41,514
2854,25600,1723829335660,41,1449
2855,25600,1723829336188,41,528
2856,25600,1723829337029,41,841
2857,25600,1723829338181,41,1152
2858,25600,1723829340261,41,2080
2859,25600,1723829342329,41,2068
2860,25600,1723829342856,41,527
2861,25600,1723829343373,41,517
2862,25600,1723829345438,41,2065
2863,25600,1723829346568,41,1130
2864,25600,1723829347719,41,1151
2865,25600,1723829350491,41,2772
2866,25600,1723829355144,41,4653
2867,25600,1723829356280,41,1136
2868,25600,1723829356805,41,525
2869,25600,1723829358568,41,1763
2870,25600,1723829359092,41,524
2871,25600,1723829363066,41,3974
2872,25600,1723829365228,41,2162
2873,25600,1723829366671,41,1443
2874,25600,1723829370907,41,4236
2875,25600,1723829375786,41,4879
2876,25600,1723829378218,41,2432
2877,25600,1723829381223,41,3005
2878,25600,1723829382043,41,820
2879,25600,1723829382557,41,514
2880,25600,1723829383724,41,1167
2881,25600,1723829384548,42,824
2882,25600,1723829385688,42,1140
2883,25600,1723829386827,42,1139
2884,25600,1723829387668,42,841
2885,25600,1723829389120,42,1452
2886,25600,1723829391509,42,2389
2887,25600,1723829392651,42,1142
2888,25600,1723829394727,42,2076
2889,25600,1723829397105,42,2378
2890,25600,1723829398906,42,1801
2891,25600,1723829400041,42,1135
2892,25600,1723829400559,42,518
2893,25600,1723829401697,42,1138
2894,25600,1723829403146,42,1449
2895,25600,1723829403659,42,513
2896,25600,1723829405418,42,1759
2897,25600,1723829406554,42,1136
2898,25600,1723829407393,42,839
2899,25600,1723829411049,42,3656
2900,25600,1723829412559,42,1510
2901,25600,1723829413079,42,520
2902,25600,1723829413906,42,827
2903,25600,1723829415058,42,1152
2904,25600,1723829415885,42,827
2905,25600,1723829417643,42,1758
2906,25600,1723829419719,42,2076
2907,25600,1723829426777,42,7058
2908,25600,1723829431029,42,4252
2909,25600,1723829434073,42,3044
2910,25600,1723829436547,42,2474
2911,25600,1723829437992,42,1445
2912,25600,1723829439440,42,1448
2913,25600,1723829442143,42,2703
2914,25600,1723829445466,42,3323
2915,25600,1723829446290,42,824
2916,25600,1723829450870,42,4580
2917,25600,1723829454196,42,3326
2918,25600,1723829455961,42,1765
2919,25600,1723829456787,42,826
2920,25600,1723829458621,42,1834
2921,25600,1723829459446,42,825
2922,25600,1723829465561,42,6115
2923,25600,1723829469493,42,3932
2924,25600,1723829471878,42,2385
2925,25600,1723829472698,42,820
2926,25600,1723829481008,42,8310
2927,25600,1723829487140,42,6132
2928,25600,1723829490461,42,3321
2929,25600,1723829490972,42,511
2930,25600,1723829491497,42,525
2931,25600,1723829493258,42,1761
2932,25600,1723829495112,42,1854
2933,25600,1723829499138,42,4026
2934,25600,1723829502144,42,3006
2935,25600,1723829504307,42,2163
2936,25600,1723829506374,42,2067
2937,25600,1723829507511,42,1137
2938,25600,1723829508651,42,1140
2939,25600,1723829509492,42,841
2940,25600,1723829510343,42,851
2941,25600,1723829510862,42,519
2942,25600,1723829513004,42,2142
2943,25600,1723829515692,42,2688
2944,25600,1723829517139,42,1447
2945,25600,1723829518290,42,1151
2946,25600,1723829521607,42,3317
2947,25600,1723829525877,42,4270
2948,25600,1723829526389,42,512
2949,25600,1723829529075,42,2686
2950,25600,1723829535377,42,6302
2951,25600,1723829538075,42,2698
2952,25600,1723829538915,42,840
2953,25600,1723829544716,42,5801
2954,25600,1723829545232,42,516
2955,25600,1723829547936,42,2704
2956,25600,1723829549395,42,1459
2957,25600,1723829549909,42,514
2958,25600,1723829553539,42,3630
2959,25600,1723829554373,42,834
2960,25600,1723829558107,42,3734
2961,25600,1723829560186,42,2079
2962,25600,1723829563186,42,3000
2963,25600,1723829566518,42,3332
2964,25600,1723829571385,42,4867
2965,25600,1723829572835,42,1450
2966,25600,1723829573656,42,821
2967,25600,1723829575725,42,2069
2968,25600,1723829577483,42,1758
2969,25600,1723829578614,42,1131
2970,25600,1723829584822,42,6208
2971,25600,1723829591016,42,6194
2972,25600,1723829592167,42,1151
2973,25600,1723829592995,42,828
2974,25600,1723829594435,42,1440
2975,25600,1723829595877,42,1442
2976,25600,1723829599507,42,3630
2977,25600,1723829602853,42,3346
2978,25600,1723829603995,42,1142
2979,25600,1723829604836,42,841
2980,25600,1723829610864,42,6028
2981,25600,1723829616057,42,5193
2982,25600,1723829616614,42,557
2983,25600,1723829619933,42,3319
2984,25600,1723829622016,42,2083
2985,25600,1723829623785,42,1769
2986,25600,1723829625544,42,1759
2987,25600,1723829626991,42,1447
2988,25600,1723829631567,42,4576
2989,25600,1723829633322,42,1755
2990,25600,1723829634172,42,850
2991,25600,1723829636248,42,2076
2992,25600,1723829636763,42,515
2993,25600,1723829644460,42,7697
2994,25600,1723829645291,42,831
2995,25600,1723829645806,42,515
2996,25600,1723829647255,42,1449
2997,25600,1723829649010,42,1755
2998,25600,1723829651722,42,2712
2999,25600,1723829652239,42,517
3000,25600,1723829654677,42,2438
3001,25600,1723829659252,42,4575
3002,25600,1723829660396,42,1144
3003,25600,1723829660913,42,517
3004,25600,1723829662058,42,1145
3005,25600,1723829662888,42,830
3006,25600,1723829664666,42,1778
3007,25600,1723829665803,42,1137
3008,25600,1723829670977,42,5174
3009,25600,1723829678028,42,7051
3010,25600,1723829680449,42,2421
3011,25600,1723829681280,42,831
3012,25600,1723829681795,42,515
3013,25600,1723829682934,42,1139
3014,25600,1723829684997,42,2063
3015,25600,1723829687385,42,2388
3016,25600,1723829689465,42,2080
3017,25600,1723829695586,42,6121
3018,25600,1723829696416,42,830
3019,25600,1723829697245,42,829
3020,25600,1723829699039,42,1794
3021,25600,1723829699560,42,521
3022,25600,1723829700077,42,517
3023,25600,1723829700595,42,518
3024,25600,1723829701736,42,1141
3025,25600,1723829708488,41,6752
3026,25600,1723829709336,41,848
3027,25600,1723829709863,41,527
3028,25600,1723829712872,41,3009
3029,25600,1723829716822,41,3950
3030,25600,1723829717679,41,857
3031,25600,1723829720692,41,3013
3032,25600,1723829722143,41,1451
3033,25600,1723829727038,41,4895
3034,25600,1723829727869,41,831
3035,25600,1723829734015,41,6146
3036,25600,1723829736728,41,2713
3037,25600,1723829737607,41,879
3038,25600,1723829738120,41,513
3039,25600,1723829738945,41,825
3040,25600,1723829739476,41,531
3041,25600,1723829741247,41,1771
3042,25600,1723829744258,41,3011
3043,25600,1723829746333,41,2075
3044,25600,1723829746849,41,516
3045,25600,1723829748294,41,1445
3046,25600,1723829755060,41,6766
3047,25600,1723829756514,41,1454
3048,25600,1723829758903,41,2389
3049,25600,1723829761891,41,2988
3050,25600,1723829763070,41,1179
3051,25600,1723829767978,41,4908
3052,25600,1723829768491,41,513
3053,25600,1723829769944,41,1453
3054,25600,1723829772019,41,2075
3055,25600,1723829772846,41,827
3056,25600,1723829775866,41,3020
3057,25600,1723829778890,41,3024
3058,25600,1723829779718,41,828
3059,25600,1723829782732,41,3014
3060,25600,1723829785488,41,2756
3061,25600,1723829786631,41,1143
3062,25600,1723829788387,41,1756
3063,25600,1723829789216,41,829
3064,25600,1723829791283,41,2067
3065,25600,1723829792106,41,823
3066,25600,1723829795426,41,3320
3067,25600,1723829796573,41,1147
3068,25600,1723829797086,41,513
3069,25600,1723829799233,41,2147
3070,25600,1723829801660,41,2427
3071,25600,1723829802169,41,509
3072,25600,1723829804554,41,2385
3073,25600,1723829805691,41,1137
3074,25600,1723829806206,41,515
3075,25600,1723829807976,41,1770
3076,25600,1723829809421,41,1445
3077,25600,1723829813364,41,3943
3078,25600,1723829816372,41,3008
3079,25600,1723829818764,41,2392
3080,25600,1723829820562,41,1798
3081,25600,1723829822645,41,2083
3082,25600,1723829825964,41,3319
3083,25600,1723829827103,41,1139
3084,25600,1723829827929,41,826
3085,25600,1723829830301,41,2372
3086,25600,1723829832381,41,2080
3087,25600,1723829833891,41,1510
3088,25600,1723829834421,41,530
3089,25600,1723829840249,41,5828
3090,25600,1723829841409,41,1160
3091,25600,1723829844119,41,2710
3092,25600,1723829844634,41,515
3093,25600,1723829847651,41,3017
3094,25600,1723829849103,41,1452
3095,25600,1723829853990,41,4887
3096,25600,1723829854507,41,517
3097,25600,1723829855650,41,1143
3098,25600,1723829856168,41,518
3099,25600,1723829858587,41,2419
3100,25600,1723829862277,41,3690
3101,25600,1723829863423,41,1146
3102,25600,1723829865196,41,1773
3103,25600,1723829868827,41,3631
3104,25600,1723829870275,41,1448
3105,25600,1723829871732,41,1457
3106,25600,1723829872575,41,843
3107,25600,1723829873735,41,1160
3108,25600,1723829875194,41,1459
3109,25600,1723829877265,41,2071
3110,25600,1723829878111,41,846
3111,25600,1723829879241,41,1130
3112,25600,1723829881334,41,2093
3113,25600,1723829882470,41,1136
3114,25600,1723829889839,41,7369
3115,25600,1723829890665,41,826
3116,25600,1723829893052,41,2387
3117,25600,1723829896679,41,3627
3118,25600,1723829898762,41,2083
3119,25600,1723829901814,41,3052
3120,25600,1723829904299,41,2485
3121,25600,1723829907621,41,3322
3122,25600,1723829909382,41,1761
3123,25600,1723829913013,41,3631
3124,25600,1723829918545,41,5532
3125,25600,1723829920637,41,2092
3126,25600,1723829923029,41,2392
3127,25600,1723829930693,41,7664
3128,25600,1723829931519,41,826
3129,25600,1723829932035,41,516
3130,25600,1723829939232,41,7197
3131,25600,1723829942245,41,3013
3132,25600,1723829945562,41,3317
3133,25600,1723829947027,41,1465
3134,25600,1723829949971,41,2944
3135,25600,1723829953104,41,3133
3136,25600,1723829953619,41,515
3137,25600,1723829954133,41,514
3138,25600,1723829954975,41,842
3139,25600,1723829955808,41,833
3140,25600,1723829956339,41,531
3141,25600,1723829958104,41,1765
3142,25600,1723829959570,41,1466
3143,25600,1723829960724,41,1154
3144,25600,1723829963125,41,2401
3145,25600,1723829967681,41,4556
3146,25600,1723829972561,41,4880
3147,25600,1723829974637,41,2076
3148,25600,1723829975155,41,518
3149,25600,1723829975980,41,825
3150,25600,1723829978146,41,2166
3151,25600,1723829981778,41,3632
3152,25600,1723829982923,41,1145
3153,25600,1723829984079,41,1156
3154,25600,1723829984592,41,513
3155,25600,1723829989162,41,4570
3156,25600,1723829990931,41,1769
3157,25600,1723829992697,41,1766
3158,25600,1723829994457,41,1760
3159,25600,1723829995897,41,1440
3160,25600,1723829996744,41,847
3161,25600,1723829997578,41,834
3162,25600,1723829998404,41,826
3163,25600,1723830000170,41,1766
3164,25600,1723830000683,41,513
3165,25600,1723830006202,41,5519
3166,25600,1723830008698,41,2496
3167,25600,1723830011613,41,2915
3168,25600,1723830012148,41,535
3169,25600,1723830013295,41,1147
3170,25600,1723830013853,41,558
3171,25600,1723830018461,41,4608
3172,25600,1723830018978,41,517
3173,25600,1723830020429,41,1451
3174,25600,1723830021259,41,830
3175,25600,1723830022710,41,1451
3176,25600,1723830023859,41,1149
3177,25600,1723830024372,41,513
3178,25600,1723830025817,41,1445
3179,25600,1723830027264,41,1447
3180,25600,1723830028751,41,1487
3181,25600,1723830029897,41,1146
3182,25600,1723830031972,41,2075
3183,25600,1723830033117,41,1145
3184,25600,1723830036746,41,3629
3185,25600,1723830038203,41,1457
3186,25600,1723830039029,41,826
3187,25600,1723830039855,41,826
3188,25600,1723830041312,41,1457
3189,25600,1723830045591,41,4279
